Name,Level,Attribute,Special 1,Special 2,Special 3,Move#1,Move#2,Move#3,Move#4,Move#5,Move#6,Move#7,Move#8,Move#9,Move#10,Move#11,Move#12,Move#13,Move#14,Move#15,Move#16,Sleeping Schedule,Favourite Food,Energy Capacity,Training Type,Liked Areas,Energy Usage Mod,Disliked Areas,Base Weight,Gain HP,Gain MP,Gain Offense,Gain Defense,Gain Speed,Gain Brains,Evolve From 1,Evolve From 2,Evolve From 3,Evolve From 4,Evolve From 5,Evolve To 1,Evolve To 2,Evolve To 3,Evolve To 4,Evolve To 5,Evolve To 6
Wormmon,Child,Free,Nature,None,None,Poison Powder,Earth Coat,Poison Circle,Roots Bind,Bubble Breath,Splash,,,,,,,,,,,16:00-06:00,Digimushroom,40,+BRN -DEF,"Signpost Forest, Ancient Bone Swamp",1.0,"Bonkeno Volcano, Binary Castle",14,700,650,75,60,65,85,Budmon,,,,,Stingmon,Kuwagamon,Kabuterimon,Togemon,Woodmon,
Woodmon,Adult,Virus,Nature,Air,None,Poison Powder,Earth Coat,Poison Circle,Roots Bind,Rock Fall,Air Cutter,Electric Cloud,,,,,,,,,,01:00-15:00,Divine Chestnut,70,+DEF -ATK,"Signpost Forest, Ancient Bone Swamp",1.55,"Bonkeno Volcano, Sand and Gravel Wilderness",27,2500,1900,100,250,100,160,Lalamon,Palmon,Renamon,Wormmon,,Jyureimon,Lilamon,Taomon,,,
Orgemon,Adult,Virus,Combat,Nature,None,Mach Jab,Muscle Charge,Spin Attack,Heavy Impact,War Cry,Poison Powder,Poison Circle,,,,,,,,,,11:00-01:00,Giant Meat,75,+HP -DEF,"Night Canyon, Ancient Bone Swamp",1.65,"Ancient Submerged City, Bonkeno Volcano",25,2300,1800,230,100,120,190,Gaomon,Goburimon,Betamon,Tyumon,,Digitamamon,WaruMonzaemon,Etemon,,,
Kiwimon,Adult,Data,Air,Fire,None,Electric Shoot,Wind Shoes,Air Cutter,Electric Cloud,Thunderstorm,Spin Attack,Fire Tower,Mine,,,,,,,,,07:00-22:00,Ice Mushroom,70,+SPD -HP,"Powdery Cliffs, Ancient Bone Swamp",1.55,"Signpost Forest, Sewer Maze",22,1200,2000,190,120,280,140,Piyomon,Renamon,Impmon,,,Taomon,Monzaemon,LadyDevimon,,,
DORUgamon,Adult,Data,Machine,Air,None,Mechanical Claw,Upgrade,Energy Ball,Anti-Attack Field,Heavy Laser,Machine Fall,Air Cutter,Electric Cloud,Heavy Impact,War Cry,,,,,,,11:00-01:00,Digi Goldfish,75,+HP -BRN,"Powdery Cliffs, Binary Castle",1.75,"Night Canyon, Ancient Bone Swamp",29,2200,2000,210,190,170,160,DORUmon,,,,,DORUguremon,,,,,
V-dramon,Adult,Vaccine,Fire,Air,None,Fire Breath,Fire Tower,Fire Wall,Mine,Spread Bomb,Wind Shoes,Air Cutter,Electric Cloud,Spin Attack,,,,,,,,11:00-01:00,Cherry Radish,70,+SPD -MP,"Sand and Gravel Wilderness, Ancient Bone Swamp",1.55,"Sewer Maze, Flourescent Cave",25,1800,1300,250,140,210,140,Piyomon,Patamon,V-mon,,,AeroV-dramon,Garudamon,Piccolomon,,,
AeroV-dramon,Perfect,Vaccine,Air,Ice,Combat,Electric Shoot,Wind Shoes,Air Cutter,Electric Cloud,Thunderstorm,Confuse Storm,Hurricane,Waterfall,Ice Statue,Spin Attack,Heavy Impact,,,,,,07:00-22:00,Stringy Grass,90,+SPD -DEF,"Sand and Gravel Wilderness, Ancient Bone Swamp",1.75,"Sewer Maze, Flourescent Cave",49,3800,2800,415,310,415,300,Seadramon,XV-mon,V-dramon,,,UlforceV-dramon,,,,,
Okuwamon,Perfect,Virus,Combat,Nature,Air,Mach Jab,Muscle Charge,Spin Attack,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Poison Circle,Roots Bind,Wind Shoes,Air Cutter,,,,,,16:00-06:00,Super Veggie,90,+HP -MP,"Signpost Forest, Ancient Bone Swamp",1.85,"Ancient Submerged City, Bonkeno Volcano",52,4200,2900,425,310,360,295,Stingmon,Kuwagamon,,,,GranKuwagamon,HerakleKabuterimon,,,,
Gigadramon,Perfect,Virus,Machine,Fire,Combat,Mechanical Claw,Upgrade,Energy Ball,Anti-Attack Field,Heavy Laser,Machine Fall,DG Dimension V2,Spread Bomb,Magma Bomb,War Cry,Charge Attack,,,,,,16:00-06:00,Digi Salmon,90,+HP -BRN,"Railroad Plains, Bonkeno Volcano",1.9,"Signpost Forest, Ancient Bone Swamp",63,3800,3500,365,360,335,310,GeoGreymon,Guardromon,Ikkakumon,,,Darkdramon,Mugendramon,MetalSeadramon,,,
GrappuLeomon,Perfect,Vaccine,Combat,Machine,None,Mach Jab,Muscle Charge,Spin Attack,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Anti-Attack Field,Wind Shoes,Earth Coat,Heavy Laser,,,,,,04:00-18:00,Super Carrot,90,+SPD -BRN,"Railroad Plains, Sand and Gravel Wilderness",1.8,"Signpost Forest, Night Canyon",48,4100,3400,340,320,380,310,Gaogamon,Leomon,,,,BanchoLeomon,Vikemon,,,,
SkullGreymon,Perfect,Virus,Combat,Ice,Machine,Mach Jab,Muscle Charge,Spin Attack,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Heavy Rain,Ice Statue,Upgrade,Heavy Laser,Machine Fall,,,,,19:00-09:00,Moldy Meat,90,+ATK -SPD,"Flourescent Cave, Ancient Bone Swamp",1.9,"Railroad Plains, Binary Castle",65,4600,4200,435,360,345,280,Greymon,Growmon,Tyranomon,,,WarGreymon,ShineGreymon,,,,
Taomon,Perfect,Data,Air,Nature,Fire,Electric Shoot,Wind Shoes,Air Cutter,Electric Cloud,Thunderstorm,Confuse Storm,Hurricane,Poison Circle,Roots Bind,Rock Fall,Mine,,,,,,07:00-22:00,Divine Chestnut,90,+BRN -SPD,"Railroad Plains, Sand and Gravel Wilderness",1.75,"Sewer Maze, Bonkeno Volcano",35,3100,3900,375,285,315,425,Kiwimon,Woodmon,Centalmon,,,Sakuyamon,Hououmon,,,,
DeathMeramon,Perfect,Data,Fire,Combat,None,Fire Breath,Fire Tower,Fire Wall,Mine,Spread Bomb,Magma Bomb,Spin Attack,Heavy Impact,War Cry,Charge Attack,Fighting Aura,,,,,,16:00-06:00,Strength Fruit,90,+ATK -DEF,"Bonkeno Volcano, Sand and Gravel Wilderness",1.85,"Ancient Submerged City, Powdery Cliffs",56,4800,3200,480,270,270,260,Meramon,Devimon,Bakemon,,,Barbamon,Beelzebumon,,,,
DORUguremon,Perfect,Data,Machine,Air,Nature,Mechanical Claw,Upgrade,Energy Ball,Anti-Attack Field,Heavy Laser,Machine Fall,DG Dimension V2,Electric Cloud,Thunderstorm,Hurricane,Rock Fall,Land Slide,,,,,11:00-01:00,Robust Fruit,90,+DEF -SPD,"Flourescent Cave, Binary Castle",1.95,"Signpost Forest, Night Canyon",59,4600,3500,380,410,360,340,DORUgamon,,,,,Alphamon,,,,,
Paildramon,Perfect,Free,Combat,Fire,Nature,Mach Jab,Muscle Charge,Spin Attack,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Fire Wall,Spread Bomb,Magma Bomb,Poison Circle,Rock Fall,Land Slide,,,,04:00-18:00,Orange Banana,90,+HP -BRN,"Night Canyon, Ancient Bone Swamp",1.8,"Bonkeno Volcano, Powdery Cliffs",48,3700,3700,370,370,370,370,XV-mon,Stingmon,,,,Imperialdramon FM,Magnamon,,,,
Panjyamon,Perfect,Vaccine,Ice,Combat,None,Mach Jab,Muscle Charge,Spin Attack,Heavy Impact,War Cry,Charge Attack,Hailstone,Heavy Rain,Ice Statue,Aurora Freeze,Wind Shoes,,,,,,07:00-22:00,Ice Mushroom,90,+ATK -MP,"Ancient Submerged City, Powdery Cliffs",1.8,"Bonkeno Volcano, Sand and Gravel Wilderness",48,3650,2900,395,375,355,330,Garurumon,Leomon,,,,SaberLeomon,Sakuyamon,,,,
Piccolomon,Perfect,Data,Fire,Air,Ice,Fire Breath,Mine,Spread Bomb,Magma Bomb,Flame Storm,Air Cutter,Electric Cloud,Confuse Storm,Hailstone,Waterfall,Ice Statue,,,,,,07:00-22:00,Gold Acorn,90,+SPD -HP,"Signpost Forest, Binary Castle",1.7,"Sewer Maze, Flourescent Cave",27,3000,3800,330,280,435,375,V-dramon,Kuwagamon,Vegimon,,,MarinAngemon,Piemon,,,,
Vademon,Perfect,Virus,Machine,Nature,None,Mechanical Claw,Upgrade,Energy Ball,Anti-Attack Field,Heavy Laser,Machine Fall,DG Dimension V2,Earth Coat,Poison Circle,Roots Bind,Mine,,,,,,16:00-06:00,Happy Mushroom,90,+MP -SPD,"Railroad Plains, Binary Castle",1.75,"Bonkeno Volcano, Powdery Cliffs",40,3400,3900,350,330,325,365,Meramon,Kabuterimon,,,,HiAndromon,HerakleKabuterimon,,,,
Mamemon,Perfect,Data,Combat,Machine,Fire,Mach Jab,Muscle Charge,Spin Attack,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Upgrade,Anti-Attack Field,Machine Fall,Magma Bomb,,,,,,04:00-18:00,Deluxe Mushroom,90,+SPD -MP,"Railroad Plains, Night Canyon",1.7,"Ancient Submerged City, Ancient Bone Swamp",24,3600,2800,415,315,415,315,Leomon,Ikkakumon,Tyranomon,,,PrinceMamemon,Pinochimon,,,,
MetalMamemon,Perfect,Data,Machine,Fire,Combat,Mechanical Claw,Upgrade,Energy Ball,Anti-Attack Field,Heavy Laser,Machine Fall,DG Dimension V2,Mine,Spread Bomb,Magma Bomb,Spin Attack,,,,,,04:00-18:00,Deluxe Mushroom,90,+ATK -BRN,"Railroad Plains, Night Canyon",1.8,"Ancient Submerged City, Ancient Bone Swamp",36,3400,2800,450,425,275,330,Garurumon,Kabuterimon,Guardromon,,,HiAndromon,MetalGarurumon,,,,
Alphamon,Ultimate,Vaccine,Machine,Light,Air,Energy Ball,Upgrade,Mechanical Claw,Anti-Attack Field,Heavy Laser,Machine Fall,DG Dimension V2,Holy Sunshine,Judgement,Air Cutter,Thunderstorm,Hurricane,Spread Bomb,Flame Storm,Rock Fall,,07:00-22:00,Chain Melon,100,+ATK -MP,"Bonkeno Volcano, Binary Castle",1.85,"Sewer Maze, Flourescent Cave",52,9800,8000,860,880,840,840,DORUguremon,,,,,,,,,,
UlforceV-dramon,Ultimate,Vaccine,Air,Ice,Combat,Air Cutter,Wind Shoes,Electric Shoot,Electric Cloud,Thunderstorm,Confuse Storm,Hurricane,Splash,Waterfall,Ice Statue,War Cry,Charge Attack,Fighting Aura,,,,04:00-18:00,Quick Fruit,100,+SPD -DEF,"Powdery Cliffs, Binary Castle",1.7,"Bonkeno Volcano, Sand and Gravel Wilderness",46,6200,5800,660,500,840,600,AeroV-dramon,,,,,UlforceV-dramon X-Antibody,,,,,
UlforceV-dramon X-Antibody,Ultimate,Vaccine,Air,Ice,Combat,Air Cutter,Wind Shoes,Electric Shoot,Electric Cloud,Thunderstorm,Confuse Storm,Hurricane,Waterfall,Ice Statue,Aurora Freeze,War Cry,Charge Attack,Fighting Aura,Roots Bind,Judgement,,07:00-22:00,Chain Melon,100,+SPD -MP,"Powdery Cliffs, Binary Castle",1.7,"Bonkeno Volcano, Sand and Gravel Wilderness",46,6200,6200,720,550,920,620,UlforceV-dramon,,,,,,,,,,
Imperialdramon FM,Ultimate,Free,Combat,Fire,Darkness,Spin Attack,Muscle Charge,Mach Jab,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Mine,Spread Bomb,Magma Bomb,Loose Cloud,Evil Squall,Judgement,,,,07:00-22:00,Strength Fruit,100,+HP -BRN,"Railroad Plains, Binary Castle",1.85,"Flourescent Cave, Ancient Bone Swamp",54,7200,5400,720,600,720,600,Paildramon,,,,,Imperialdramon PM,,,,,
Imperialdramon PM,Ultimate,Vaccine,Light,Combat,Fire,Flash,Light Soul,Holy Sunshine,Judgement,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Mine,Spread Bomb,Magma Bomb,Flame Storm,Heavy Laser,Machine Fall,DG Dimension V2,,04:00-18:00,Chain Melon,100,+ATK -DEF,"Railroad Plains, Binary Castle",1.85,"Flourescent Cave, Ancient Bone Swamp",60,8800,7000,880,760,780,750,Imperialdramon FM,,,,,,,,,,
Ofanimon,Ultimate,Vaccine,Light,Air,Nature,Flash,Light Soul,Holy Sunshine,Judgement,Wind Shoes,Air Cutter,Electric Cloud,Thunderstorm,Hurricane,Earth Coat,Roots Bind,Rock Fall,Land Slide,,,,04:00-18:00,Peace Fruit,100,+BRN -ATK,"Signpost Forest, Binary Castle",1.75,"Sewer Maze, Ancient Bone Swamp",42,6800,6000,580,700,640,750,Angewomon,HolyAngemon,,,,,,,,,
Chaosdramon,Ultimate,Virus,Machine,Fire,Darkness,Energy Ball,Upgrade,Mechanical Claw,Anti-Attack Field,Heavy Laser,Machine Fall,DG Dimension V2,Mine,Spread Bomb,Magma Bomb,Flame Storm,Loose Cloud,Evil Squall,War Cry,Charge Attack,,19:00-09:00,Chain Melon,105,+ATK -BRN,"Bonkeno Volcano, Powdery Cliffs",2.1,"Railroad Plains, Ancient Submerged City",72,8300,6500,990,800,780,700,Mugendramon,,,,,,,,,,
GranKuwagamon,Ultimate,Free,Combat,Nature,Air,Spin Attack,Muscle Charge,Mach Jab,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Poison Circle,Roots Bind,Land Slide,Poison Storm,Air Cutter,Confuse Storm,,,,16:00-06:00,Digi Pirarucu,100,+ATK -BRN,"Signpost Forest, Flourescent Cave",1.95,"Railroad Plains, Sand and Gravel Wilderness",52,7000,6400,800,620,540,500,Okuwamon,Jyureimon,WaruMonzaemon,,,,,,,,
SaberLeomon,Ultimate,Data,Ice,Combat,Air,Splash,Hailstone,Bubble Breath,Waterfall,Heavy Rain,Ice Statue,Aurora Freeze,Spin Attack,Heavy Impact,War Cry,Charge Attack,Wind Shoes,Air Cutter,Thunderstorm,,,11:00-01:00,Digi Carp,100,+HP -DEF,"Powdery Cliffs, Night Canyon",1.9,"Sewer Maze, Bonkeno Volcano",52,7300,6000,650,580,720,520,Zudomon,Panjyamon,,,,,,,,,
Sakuyamon,Ultimate,Data,Air,Nature,Fire,Air Cutter,Wind Shoes,Electric Shoot,Electric Cloud,Thunderstorm,Confuse Storm,Hurricane,Earth Coat,Poison Circle,Roots Bind,Rock Fall,Spread Bomb,Flame Storm,,,,07:00-22:00,Digipine,100,+BRN -ATK,"Signpost Forest, Binary Castle",1.75,"Sewer Maze, Ancient Bone Swamp",38,5700,7200,600,520,640,750,Lilimon,Taomon,Panjyamon,,,,,,,,
HiAndromon,Ultimate,Vaccine,Machine,Combat,None,Energy Ball,Upgrade,Mechanical Claw,Anti-Attack Field,Heavy Laser,Machine Fall,DG Dimension V2,Spin Attack,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Spread Bomb,,,,04:00-18:00,Energy Lemon,100,+HP -MP,"Railroad Plains, Sewer Maze",2.0,"Ancient Submerged City, Ancient Bone Swamp",65,7000,5800,700,680,580,560,Andromon,MetalMamemon,Vademon,,,,,,,,
Piemon,Ultimate,Virus,Darkness,Nature,Combat,Loose Cloud,Dark Spirit,Evil Squall,Poison Circle,Roots Bind,Rock Fall,Poison Storm,Spin Attack,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Confuse Storm,,,,16:00-06:00,Wisdom Fruit,100,+BRN -DEF,"Powdery Cliffs, Night Canyon",1.85,"Flourescent Cave, Binary Castle",50,8200,7000,690,600,650,740,BlueMeramon,Piccolomon,,,,,,,,,
Pinochimon,Ultimate,Virus,Air,Machine,Darkness,Air Cutter,Wind Shoes,Electric Shoot,Electric Cloud,Thunderstorm,Confuse Storm,Hurricane,Energy Ball,Anti-Attack Field,Machine Fall,Dark Spirit,Loose Cloud,Evil Squall,,,,16:00-06:00,Happy Mushroom,100,+BRN -ATK,"Signpost Forest, Ancient Bone Swamp",1.8,"Bonkeno Volcano, Binary Castle",46,7400,6300,580,580,620,650,Mamemon,Jyureimon,,,,,,,,,
PrinceMamemon,Ultimate,Data,Machine,Ice,None,Energy Ball,Upgrade,Mechanical Claw,Anti-Attack Field,Heavy Laser,Machine Fall,DG Dimension V2,Hailstone,Splash,Waterfall,Heavy Rain,Ice Statue,Aurora Freeze,,,,11:00-01:00,Deluxe Mushroom,100,+HP -ATK,"Railroad Plains, Night Canyon",1.8,"Ancient Submerged City, Powdery Cliffs",32,7400,6400,520,580,680,640,Mamemon,Digitamamon,,,,,,,,,
Beelzebumon X-Antibody,Ultimate,Virus,Darkness,Fire,Machine,Loose Cloud,Fire Tower,Fire Wall,Mine,Spread Bomb,Magma Bomb,Flame Storm,Wind Shoes,War Cry,Heavy Laser,Charge Attack,Dark Spirit,Evil Squall,Judgement,Mechanical Claw,,16:00-06:00,Chain Melon,100,+SPD -MP,"Railroad Plains, Night Canyon",1.9,"Sewer Maze, Ancient Bone Swamp",50,7500,5000,860,560,820,560,Beelzebumon,,,,,,,,,,
Boltmon,Ultimate,Data,Combat,Air,None,Spin Attack,Muscle Charge,Mach Jab,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Electric Cloud,Thunderstorm,Mine,Spread Bomb,Magma Bomb,,,,,11:00-01:00,Strength Fruit,100,+ATK -BRN,"Bonkeno Volcano, Sand and Gravel Wilderness",2.05,"Ancient Submerged City, Powdery Cliffs",62,8200,5400,780,560,550,550,BlueMeramon,Andromon,,,,,,,,,
Magnamon X-Antibody,Ultimate,Vaccine,Light,Combat,Machine,Flash,Hurricane,Spin Attack,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Mechanical Claw,Machine Fall,Wind Shoes,Earth Coat,Judgement,Light Soul,Holy Sunshine,Heavy Laser,,07:00-22:00,Chain Melon,100,+DEF -BRN,"Bonkeno Volcano, Binary Castle",1.85,"Flourescent Cave, Ancient Bone Swamp",48,7200,4500,700,900,720,560,Magnamon,,,,,,,,,,
MetalSeadramon,Ultimate,Data,Ice,Machine,Air,Splash,Hailstone,Bubble Breath,Waterfall,Heavy Rain,Ice Statue,Aurora Freeze,Upgrade,Anti-Attack Field,Heavy Laser,Machine Fall,Electric Cloud,Thunderstorm,,,,04:00-18:00,Tough Fruit,100,+BRN -SPD,"Ancient Submerged City, Powdery Cliffs",1.95,"Bonkeno Volcano, Sand and Gravel Wilderness",54,6300,6800,570,600,630,690,MegaSeadramon,Gigadramon,,,,,,,,,
Punimon,Baby I,None,None,None,None,Bubbles,,,,,,,,,,,,,,,,00:00-14:00,None,25,+HP -MP,"File City, Colosseum, Railroad Plains, Signpost Forest",0.7,"Ancient Submerged City, Sewer Maze, Flourescent Cave, Bonkeno Volcano, Powdery Cliffs, Sand and Gravel Wilderness, Binary Castle, Night Canyon, Ancient Bone Swamp",6,140,100,10,12,10,10,,,,,,Tunomon,,,,,
Tunomon,Baby II,None,None,None,None,Bubbles,,,,,,,,,,,,,,,,00:00-14:00,None,25,+HP -MP,"File City, Colosseum, Railroad Plains, Signpost Forest",0.7,"Ancient Submerged City, Sewer Maze, Flourescent Cave, Bonkeno Volcano, Powdery Cliffs, Sand and Gravel Wilderness, Binary Castle, Night Canyon, Ancient Bone Swamp",10,280,200,20,24,20,20,Punimon,,,,,Gabumon,PicoDevimon,Gomamon,Betamon,V-mon,
Titamon,Ultimate,Virus,Combat,Darkness,Nature,Spin Attack,Mach Jab,Muscle Charge,Heavy Impact,War Cry,Charge Attack,Fighting Aura,Loose Cloud,Evil Squall,Poison Circle,Roots Bind,Rock Fall,Poison Storm,Air Cutter,,,11:00-01:00,Strength Fruit,100,+ATK -SPD,"Bonkeno Volcano, Sand and Gravel Wilderness",2.2,"Ancient Submerged City, Sewer Maze",72,8500,4500,990,900,560,550,Digitamamon,,,,,,,,,,
